src_year,dst_year,src_statefp,src_countyfp,src_vtdst,src_vtdi,src_geoid,src_name,name00,name10,name20,dst_statefp,dst_countyfp,dst_vtdst,dst_vtdi,dst_geoid,dst_name,intersection_area_m2,src_area_m2,dst_area_m2,src_weight,dst_weight,chain_method
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Andersonville,Andersonville,47,001,000001,,47001000001,Andersonville,,,,0.9774370663545147,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Clinch Valley,Andersonville,47,001,000001,,47001000001,Andersonville,,,,3.6958965440371367e-28,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Fairview,Andersonville,47,001,000001,,47001000001,Andersonville,,,,2.745807823084117e-27,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Norris,Andersonville,47,001,000001,,47001000001,Andersonville,,,,6.230766505905135e-17,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Lake City Middle School,Briceville,47,001,000002,,47001000002,Briceville,,,,1.5150067800717126e-28,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Clinch Valley,Claxton,47,001,000004,,47001000004,Claxton,,,,8.340664934144693e-17,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Fairview,Claxton,47,001,000004,,47001000004,Claxton,,,,2.4422422341155972e-14,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Clinch Valley,Clinton Middle School,47,001,000007,,47001000007,Clinton Middle School,,,,1.8720877609347997e-28,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Lake City Middle School,Clinton Middle School,47,001,000007,,47001000007,Clinton Middle School,,,,8.83355356246093e-29,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Andersonville,Fairview,47,001,000010,,47001000010,Fairview,,,,1.1509670001474626e-14,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Fairview,Fairview,47,001,000010,,47001000010,Fairview,,,,3.856756928122532e-14,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Andersonville,Glen Alpine,47,001,000011,,47001000011,Glen Alpine,,,,9.982370025877665e-15,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Clinch Valley,Glen Alpine,47,001,000011,,47001000011,Glen Alpine,,,,1.9184022907198035e-14,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Fairview,Glen Alpine,47,001,000011,,47001000011,Glen Alpine,,,,4.2323093811210615e-17,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Lake City Middle School,Glen Alpine,47,001,000011,,47001000011,Glen Alpine,,,,4.650584203950124e-29,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Norris,Glen Alpine,47,001,000011,,47001000011,Glen Alpine,,,,1.8249587393440372e-16,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Lake City Middle School,Lake City,47,001,000015,,47001000015,Lake City,,,,2.955025464460534e-17,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Andersonville,Lake City Middle School,47,001,000016,,47001000016,Lake City Middle School,,,,2.9078411372485184e-15,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Clinch Valley,Lake City Middle School,47,001,000016,,47001000016,Lake City Middle School,,,,3.266981560082098e-27,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Lake City Middle School,Lake City Middle School,47,001,000016,,47001000016,Lake City Middle School,,,,5.46428905766364e-15,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Norris,Lake City Middle School,47,001,000016,,47001000016,Lake City Middle School,,,,1.5408944072146769e-27,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Andersonville,Norris,47,001,000018,,47001000018,Norris,,,,0.013638328014275745,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Clinch Valley,Norris,47,001,000018,,47001000018,Norris,,,,4.6288296291828667e-17,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Lake City Middle School,Norris,47,001,000018,,47001000018,Norris,,,,1.3827959807343848e-29,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Norris,Norris,47,001,000018,,47001000018,Norris,,,,8.385204521247827e-14,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Clinch Valley,North Clinton,47,001,000019,,47001000019,North Clinton,,,,1.1520557220200273e-16,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Fairview,North Clinton,47,001,000019,,47001000019,North Clinton,,,,1.268085348839683e-27,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Lake City Middle School,North Clinton,47,001,000019,,47001000019,North Clinton,,,,5.046387964450208e-32,,block_chain
2000,2020,47,001,0008,A,470010008,Andersonville,Andersonville,Fairview,South Clinton,47,001,000025,,47001000025,South Clinton,,,,8.89208938293095e-31,,block_chain
2000,2020,47,001,0010,A,470010010,Block House Valley,Block House Valley,Block House Valley,Bull Run,47,001,000003,,47001000003,Bull Run,,,,0.9959362306912958,,block_chain
2000,2020,47,001,0010,A,470010010,Block House Valley,Block House Valley,Claxton,Bull Run,47,001,000003,,47001000003,Bull Run,,,,4.8764018473948384e-14,,block_chain
2000,2020,47,001,0010,A,470010010,Block House Valley,Block House Valley,Clinton,Bull Run,47,001,000003,,47001000003,Bull Run,,,,1.1059295340678168e-29,,block_chain
2000,2020,47,001,0010,A,470010010,Block House Valley,Block House Valley,Clinton High,Bull Run,47,001,000003,,47001000003,Bull Run,,,,1.852906040293366e-27,,block_chain
2000,2020,47,001,0010,A,470010010,Block House Valley,Block House Valley,Emory Valley,Bull Run,47,001,000003,,47001000003,Bull Run,,,,4.2238438339845025e-27,,block_chain
2000,2020,47,001,0010,A,470010010,Block House Valley,Block House Valley,South Clinton,Bull Run,47,001,000003,,47001000003,Bull Run,,,,2.3660491028925063e-16,,block_chain
2000,2020,47,001,0010,A,470010010,Block House Valley,Block House Valley,Claxton,Claxton,47,001,000004,,47001000004,Claxton,,,,7.113518097914164e-14,,block_chain
